2.8368,0.25542,0.32831
2.9826,0.26027,0.34276
-1.0411,-0.39782,0.038356
-0.84866,-0.44924,0.050085
-0.87541,-0.3531,0.037313
-0.89574,-0.25857,0.013531
-0.96092,-0.13845,-0.0079398
-0.8564,-0.14589,0.013515
-0.72506,-0.15527,0.025561
-0.52254,-0.22009,0.055935
-0.39792,-0.32191,0.05698
-0.38971,-0.34746,0.052137
-0.53449,-0.42569,0.062513
-0.31529,-0.47501,0.086339
-0.047123,-0.41183,0.11024
-0.16901,-0.51688,0.098766
-0.15708,-0.50373,0.10565
-0.025941,-0.54954,0.11453
0.052845,-0.47851,0.12672
0.13396,-0.48406,0.16884
0.047372,-0.50984,0.17982
0.057407,-0.47762,0.18896
-0.60991,-0.61021,-0.10931
-0.44324,-0.79232,-0.053596
-1.0221,-0.66307,-0.12006
-1.1405,-0.71377,-0.091787
-1.1849,-0.59798,-0.12443
-1.2024,-0.48913,-0.13186
-1.2925,-0.43713,-0.14267
-1.5681,-0.40048,-0.10422
-1.5049,-0.40459,-0.080812
-1.5159,-0.29961,-0.085462
-1.6391,-0.3043,-0.069519
-1.4848,-0.31045,-0.06926
-1.4017,-0.26118,-0.096478
-1.2294,-0.12974,-0.089927
-0.95984,-0.15027,-0.057792
-1.0415,-0.26834,-0.026643
-1.0874,-0.15166,-0.026732
-0.89558,-0.2062,-0.040081
-0.74696,-0.14955,-0.026044
-0.5608,-0.20984,-0.0013485
0.11402,-0.23654,-0.18099
0.3592,-0.39485,-0.13101
-0.068142,-0.48801,-0.15725
-0.20822,-0.48439,-0.13288
-0.13721,-0.40083,-0.14402
-0.39615,-0.31606,-0.20807
-0.71568,-0.3378,-0.24512
-0.63824,-0.40161,-0.19989
-0.43792,-0.34961,-0.17914
-0.53927,-0.37112,-0.18987
-0.54026,-0.33343,-0.19012
-0.41632,-0.33182,-0.18041
-0.48535,-0.32275,-0.17674
-0.58471,-0.45596,-0.18866
-0.51629,-0.383,-0.18569
-0.45769,-0.52394,-0.14327
-0.39705,-0.48004,-0.14475
-0.0209,-0.26327,-0.1371
-0.079834,-0.44422,-0.13186
-0.067418,-0.15739,-0.13966
-0.32986,-0.3475,-0.18227
-0.061465,-0.2569,-0.16513
-0.30016,-0.39135,-0.14836
-0.22905,-0.42315,-0.023981
-0.24769,-0.29469,-0.078728
-0.37537,-0.45342,-0.10413
-0.52967,-0.44765,-0.06791
-0.37068,-0.40617,-0.051672
-0.26255,-0.46328,-0.050789
-0.15843,-0.4238,-0.057166
-0.30037,-0.55661,-0.094252
-0.055693,-0.45726,-0.076363
0.043976,-0.43301,-0.054201
-0.060869,-0.57075,-0.068892
-0.062018,-0.57922,-0.061952
-0.014259,-0.77472,-0.028633
0.061955,-0.74598,-0.0083669
0.27074,-0.59375,0.011916
0.15765,-0.66602,0.017549
0.11521,-0.7453,0.0012455
-1.1168,-0.98226,-0.10167
-1.5822,-1.0533,-0.1289
-1.9189,-0.9907,-0.18192
-1.8704,-1.0479,-0.21248
-1.6902,-0.99742,-0.14908
-1.6423,-0.94956,-0.14634
-1.6106,-0.86425,-0.12948
-1.5104,-0.85568,-0.13517
-1.4059,-0.93421,-0.12174
-1.2483,-0.80681,-0.123
-1.1727,-0.69922,-0.14756
-1.0654,-0.68289,-0.14311
-0.9741,-0.64205,-0.12944
-1.1143,-0.79111,-0.15137
-1.1222,-0.93923,-0.13658
-0.80445,-0.86318,-0.08913
-0.75679,-0.85529,-0.075532
-0.57669,-0.59906,-0.064378
-0.5709,-0.66841,-0.078141
-0.43026,-0.78565,-0.073497
0.18943,0.25275,0.04606
0.50809,0.29028,0.10302
0.64151,0.43741,0.12367
0.56122,0.29876,0.16415
0.64283,0.3617,0.12781
0.40663,0.43998,0.08764
0.42375,0.33031,0.0764
0.16302,-0.1399,0.11896
0.19717,-0.046599,0.13202
0.33522,-0.04423,0.14932
0.22297,-0.16105,0.1361
0.14209,-0.19741,0.12599
0.21626,-0.18704,0.12075
0.2447,-0.22943,0.10532
0.30635,-0.20287,0.10915
0.1376,-0.34964,0.15974
0.11937,-0.1833,0.13391
0.078039,-0.23948,0.13038
0.068835,-0.22734,0.11449
-0.013998,-0.21391,0.099419
2.3636,0.53299,0.17781
2.4472,0.43189,0.21132
2.3353,0.35647,0.24077
2.3419,0.39887,0.26058
2.1996,0.57756,0.25314
1.8555,0.48146,0.22174
2.1505,0.61635,0.23477
2.2446,0.59155,0.26688
2.3244,0.7492,0.27314
2.3449,0.80589,0.27535
2.4525,0.69984,0.27247
2.5197,0.72472,0.28059
2.5314,0.71323,0.28125
2.372,0.76571,0.24771
2.455,0.75055,0.25176
2.6045,0.75738,0.27168
2.5594,0.74488,0.28824
2.5697,0.69163,0.29244
2.5822,0.61966,0.27655
2.5687,0.67084,0.29887
-0.82711,-0.70827,0.38323
-0.82032,-0.89687,0.41211
-1.0085,-0.53459,0.38146
-1.7926,-0.77898,0.28319
-1.9981,-0.63524,0.32017
-2.0969,-0.5233,0.28856
-2.0381,-0.50745,0.29771
-2.2132,-0.50605,0.30649
-2.4634,-0.44093,0.3056
-2.5401,-0.52196,0.29523
-2.6027,-0.40368,0.30051
-2.693,-0.44441,0.29945
-2.6079,-0.42334,0.28937
-2.6363,-0.4875,0.3032
-2.8021,-0.4708,0.30166
-2.9598,-0.43073,0.31415
-3.0772,-0.39865,0.3069
-3.2651,-0.31235,0.30289
-3.4041,-0.35097,0.26769
-3.8168,-0.29683,0.25525
